Population size (popsize) =   100
Chromosome length (lchrom) =    24
Maximum # of generations (maxgen) 100000
Crossover probability (pcross) = 6.00000e-01
Mutation probability (pmutation) = 3.33000e-02

 Initial Generation Statistics
---------------------------------

Initial population maximum fitness = 7.22030e+02
Initial population average fitness = -4.02455e+05
Initial population minimum fitness = -2.23899e+06
Initial population sum of  fitness = -4.02455e+07



Generation #    1 data (lchrom    24)
No. parent1 parent2      x     fitness
----------------------------------
Old Generation of Generation No.     1
    1     0     0 -1.008e+01 -1.302e+01 6.568e+00    -2.729e+05
    2     0     0 -1.737e+01 1.261e+01 6.154e-01    -1.669e+04
    3     0     0 1.353e+01 -9.298e+00 7.971e+00    -1.482e+05
    4     0     0 -1.405e+01 1.808e+01 1.538e+01    -3.768e+05
    5     0     0 -2.268e+00 1.908e+01 -1.107e+01    -3.237e+04
    6     0     0 6.873e+00 1.146e+01 -6.958e+00    -1.287e+05
    7     0     0 -8.560e+00 -1.043e+00 -1.484e+01    -5.970e+05
    8     0     0 -5.326e+00 5.886e+00 1.646e+01    -2.891e+05
    9     0     0 -6.754e+00 1.201e+01 -1.179e+01    -4.205e+04
   10     0     0 -1.033e+01 -1.794e+01 -1.587e+01    -1.948e+06
   11     0     0 1.317e+01 9.981e+00 4.374e+00    -7.569e+05
   12     0     0 -6.757e+00 1.886e+01 4.987e+00    -2.917e+05
   13     0     0 1.466e+01 -7.032e+00 -1.424e+01    -4.315e+04
   14     0     0 -5.502e+00 -1.686e+01 -9.365e+00    -1.006e+06
   15     0     0 -6.028e+00 1.095e+01 -1.568e+01    -1.149e+05
   16     0     0 -1.275e+01 -1.448e+01 1.825e+01    -7.979e+04
   17     0     0 -1.111e+01 1.462e+01 1.072e+01    -2.023e+05
   18     0     0 -1.061e+01 -3.176e+00 8.098e+00    -3.157e+04
   19     0     0 -1.890e+01 -1.306e+01 -5.639e+00    -1.413e+06
   20     0     0 -1.932e+01 -1.012e+01 2.597e-01    -8.509e+05
   21     0     0 1.934e+00 -1.444e+01 1.589e+01    -1.076e+04
   22     0     0 -6.610e+00 -1.146e+01 1.010e+01    -6.283e+04
   23     0     0 -1.792e+01 -1.256e+01 1.664e+01    -1.909e+05
   24     0     0 1.577e+01 1.227e+01 5.266e+00    -1.109e+06
   25     0     0 2.189e+00 1.223e+01 -1.540e+01    -2.338e+02
   26     0     0 -1.765e+01 -2.905e+00 1.661e+01    -1.477e+04
   27     0     0 -1.323e+01 -6.743e+00 1.819e+01    -2.393e+03
   28     0     0 1.298e+01 -8.562e+00 1.224e+01    -2.769e+05
   29     0     0 8.028e+00 1.762e+01 6.386e+00    -1.026e+06
   30     0     0 1.224e+01 -1.703e+01 1.422e+01    -8.825e+04
   31     0     0 -8.536e+00 -7.399e+00 1.120e+01    -2.165e+04
   32     0     0 -1.910e+01 1.544e+01 7.703e+00    -1.599e+04
   33     0     0 -1.876e+01 5.707e+00 -5.336e-01    -1.839e+05
   34     0     0 -1.413e+01 6.573e+00 8.987e+00    -1.443e+03
   35     0     0 -1.655e+01 1.100e+01 -5.784e+00    -1.278e+05
   36     0     0 -1.877e+01 -4.774e+00 -1.543e+01    -1.518e+06
   37     0     0 1.692e+01 -1.669e+01 -6.304e+00    -3.657e+04
   38     0     0 -1.937e+01 -3.083e+00 1.786e+01    -2.028e+04
   39     0     0 -1.940e+01 -1.138e+01 4.043e+00    -7.144e+05
   40     0     0 -7.944e+00 1.505e+01 -1.827e+01    -1.239e+05
   41     0     0 -3.565e+00 -1.904e+00 6.962e+00    -1.513e+03
   42     0     0 1.268e+01 8.968e+00 6.338e+00    -7.828e+05
   43     0     0 -1.837e+01 1.932e+01 -4.592e+00    -1.285e+04
   44     0     0 9.552e+00 3.720e+00 -1.321e+01    7.220e+02
   45     0     0 -1.751e+01 -7.953e+00 -1.757e+01    -1.852e+06
   46     0     0 1.614e+01 1.917e+01 -1.820e+01    -2.921e+05
   47     0     0 2.147e-01 -8.008e+00 1.943e+01    -1.347e+05
   48     0     0 1.253e+01 -6.197e+00 -1.829e+01    -1.424e+05
   49     0     0 -1.321e+01 1.284e+01 -2.529e+00    -7.864e+03
   50     0     0 4.954e+00 -6.870e+00 6.141e+00    -1.716e+04
   51     0     0 -1.905e+01 3.529e+00 -6.305e+00    -4.756e+05
   52     0     0 -1.835e+01 -1.785e+01 -4.217e+00    -1.633e+06
   53     0     0 -3.230e+00 -5.720e+00 -1.504e+01    -5.748e+05
   54     0     0 6.816e+00 1.569e+01 -1.223e+01    -1.050e+05
   55     0     0 -1.483e+01 5.861e+00 9.151e+00    5.945e+02
   56     0     0 5.005e+00 1.841e+01 1.868e+01    -1.772e+06
   57     0     0 -7.926e+00 1.931e+01 1.588e+01    -7.436e+05
   58     0     0 -1.233e+01 -1.513e+01 -1.588e+00    -8.435e+05
   59     0     0 -1.559e+01 1.970e+01 1.193e+01    -2.570e+05
   60     0     0 -1.517e+01 1.176e+01 1.553e+01    -1.466e+05
   61     0     0 7.372e+00 9.784e+00 -3.966e+00    -1.733e+05
   62     0     0 1.219e+01 1.653e+01 -1.829e+01    -1.079e+05
   63     0     0 1.671e+01 -1.549e+01 1.211e+01    -1.771e+05
   64     0     0 1.905e+01 -1.817e+01 1.654e+00    -6.065e+03
   65     0     0 -2.572e+00 -3.526e+00 -1.388e+01    -3.985e+05
   66     0     0 -1.367e+01 5.386e-01 2.889e+00    -1.042e+05
   67     0     0 2.758e+00 4.433e+00 -1.955e+01    -1.520e+05
   68     0     0 1.642e+01 -1.003e+01 -7.246e+00    -2.230e+02
   69     0     0 4.122e+00 -8.593e+00 7.234e+00    -6.944e+03
   70     0     0 -1.987e+01 -3.688e+00 -1.790e+01    -1.718e+06
   71     0     0 1.156e+01 1.423e+01 1.700e+01    -1.831e+06
   72     0     0 1.398e+01 -1.754e+01 1.545e+01    -1.410e+05
   73     0     0 1.740e+00 1.899e+01 6.070e+00    -7.180e+05
   74     0     0 -1.110e+01 -1.361e+01 -9.828e-01    -6.598e+05
   75     0     0 -1.144e+01 -9.651e+00 -1.088e+01    -1.021e+06
   76     0     0 -1.436e+01 -1.380e+01 2.630e+00    -6.510e+05
   77     0     0 -2.462e+00 1.901e+01 -5.239e+00    -1.274e+05
   78     0     0 1.517e+01 1.946e+01 8.778e+00    -1.884e+06
   79     0     0 -1.130e+01 -5.492e-01 -4.638e+00    -2.712e+05
   80     0     0 7.601e+00 -3.906e+00 4.792e+00    -7.134e+04
   81     0     0 1.758e+01 -3.422e+00 -1.708e+01    -7.932e+03
   82     0     0 -1.549e+01 5.124e+00 -1.132e+01    -4.694e+05
   83     0     0 -7.245e+00 -7.633e+00 1.015e+01    -2.159e+04
   84     0     0 -1.381e+01 -4.874e+00 4.662e+00    -1.959e+05
   85     0     0 1.455e+01 1.412e+01 -2.527e+00    -6.831e+05
   86     0     0 1.373e+01 8.184e+00 -1.265e+01    -8.516e+04
   87     0     0 -7.373e+00 9.313e+00 4.321e+00    -3.862e+04
   88     0     0 -1.800e+01 -1.174e+01 -1.758e+01    -2.239e+06
   89     0     0 9.112e+00 2.467e+00 -1.502e+01    -1.111e+04
   90     0     0 -1.601e+01 -1.882e+01 1.314e+01    -4.698e+05
   91     0     0 -9.164e-01 -1.056e+01 3.365e+00    -6.508e+04
   92     0     0 9.044e+00 3.359e+00 -2.169e+00    -1.040e+05
   93     0     0 1.484e+01 -1.236e+01 1.282e+01    -2.333e+05
   94     0     0 -1.594e+01 1.347e+01 2.431e+00    4.998e+02
   95     0     0 1.546e+01 -4.556e+00 9.272e+00    -4.066e+05
   96     0     0 -1.403e+01 1.214e+01 -9.143e+00    -1.212e+05
   97     0     0 1.625e+01 -1.204e+01 -1.554e+01    -1.279e+05
   98     0     0 -7.382e+00 -8.590e+00 1.219e+01    -1.353e+04
   99     0     0 1.933e+01 8.252e+00 -1.606e+01    -1.320e+05
  100     0     0 -1.534e+01 -1.170e+01 2.141e+00    -6.191e+05
New Generation of Generation No.     1
    1    41    89 -8.565e+00 -1.904e+00 -6.962e+00    -3.032e+05
    2    41    89 1.911e+01 1.837e+00 1.502e+01    -1.949e+05
    3    29    94 -1.594e+01 1.347e+01 -2.431e+00    -2.351e+04
    4    29    94 8.653e+00 1.262e+01 -6.386e+00    -3.545e+05
    5    42    43 1.268e+01 -9.020e+00 -6.338e+00    -6.610e+03
    6    42    43 -1.837e+01 -1.935e+01 4.592e+00    -1.941e+06
    7    27     7 -1.323e+01 -6.743e+00 -1.819e+01    -1.456e+06
    8    27     7 -5.983e+00 1.396e+01 1.484e+01    -1.036e+05
    9    42    47 1.393e+01 -8.844e+00 -1.884e+01    -1.888e+05
   10    42    47 2.147e-01 8.085e+00 -6.932e+00    -1.103e+05
   11    31    28 -8.536e+00 -6.149e+00 -1.245e+01    -7.359e+05
   12    31    28 1.282e+01 -1.856e+01 -1.099e+01    -3.308e+05
   13    51    93 -1.903e+01 3.529e+00 6.305e+00    -8.389e+04
   14    51    93 1.476e+01 -1.236e+01 -1.282e+01    -7.513e+04
   15    91   100 -9.164e-01 1.038e+01 -3.365e+00    -3.659e+04
   16    91   100 -1.538e+01 1.158e+01 -2.141e+00    -5.062e+04
   17    31    67 -8.536e+00 4.730e+00 1.955e+01    -2.473e+05
   18    31    67 2.758e+00 -7.383e+00 -1.120e+01    -2.220e+05
   19    22    69 -6.607e+00 -1.146e+01 -7.234e+00    -6.398e+05
   20    22    69 4.122e+00 -3.593e+00 -1.010e+01    -4.430e+04
   21    13    43 1.466e+01 -7.032e+00 4.590e+00    -1.486e+05
   22    13    43 -1.837e+01 1.917e+01 1.424e+01    -2.870e+04
   23     7     5 -8.560e+00 -1.043e+00 1.484e+01    -2.675e+04
   24     7     5 -2.268e+00 9.076e+00 1.107e+01    -4.683e+05
   25    16    38 -1.275e+01 -3.083e+00 -1.786e+01    -1.135e+06
   26    16    38 -9.366e+00 -1.448e+01 -1.825e+01    -1.739e+06
   27    41    28 -3.565e+00 -1.128e+01 -1.224e+01    -7.333e+05
   28    41    28 1.423e+01 -8.562e+00 -6.963e+00    -4.271e+04
   29    27    73 1.748e+00 1.899e+01 -6.070e+00    -2.147e+05
   30    27    73 -1.324e+01 -6.743e+00 -1.819e+01    -6.779e+05
   31    97     5 1.625e+01 1.204e+01 1.108e+01    -1.550e+06
   32    97     5 -7.267e+00 -1.908e+01 1.552e+01    -2.323e+05
   33    68    48 1.649e+01 1.003e+01 1.975e+01    -2.140e+06
